[2024-12-14 00:07:28] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2024-12-14 00:07:28] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, wrapup
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/js/tabs.520bc2ed4560c561029e.bundle.js
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/js/tabs.c2af5be7f9cb3cdcf3d5.bundle.min.js
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/js/text-editor.2c35aafbe5bf0e127950.bundle.min.js
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/js/text-editor.2f2f7e0ea1e16387a004.bundle.js
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/js/text-path.b50b3e74488a4e302613.bundle.min.js
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/js/text-path.bfa8a1f6fcf6c803aaa9.bundle.js
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/js/toggle.31881477c45ff5cf9d4d.bundle.min.js
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/js/toggle.d79746a764407a0828ee.bundle.js
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/js/video.bb330f394f46f2666bc1.bundle.js
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/js/video.fea4f8dfdf17262f23e8.bundle.min.js
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/js/web-cli.js
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/js/web-cli.min.js
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/js/web-cli.min.js.LICENSE.txt
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/js/webpack.runtime.js
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/js/wp-audio.75f0ced143febb8cd31a.bundle.min.js
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/js/wp-audio.b8efdc046bc9df72a075.bundle.js
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/announcement.png
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/app/onboarding/Blank_Canvas.svg
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/app/onboarding/Blank_Preview.jpg
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Account.svg
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Hello.svg
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Setup.svg
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/app/onboarding/Library.svg
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/app/site-editor/archive.svg
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/app/site-editor/error-404.svg
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/app/site-editor/footer.svg
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/app/site-editor/header.svg
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/app/site-editor/product.svg
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/app/site-editor/products.svg
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/app/site-editor/search-results.svg
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/app/site-editor/single-page.svg
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/app/site-editor/single-post.svg
[2024-12-14 00:07:33] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/blur.png
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/containers-announcement.png
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/contrast.png
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/eyedropper.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/go-pro-wp-dashboard.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/go-pro.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/information.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/library-connect/left-1.png
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/library-connect/left-2.png
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/library-connect/right-1.png
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/library-connect/right-2.png
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/logo-icon.png
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/logo-panel.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/logo-platform.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/no-search-results.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/placeholder.png
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/images/unlock-sticky.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/shapes/arrow-negative.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/shapes/arrow.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/shapes/book-negative.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/shapes/book.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/shapes/clouds-negative.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/shapes/clouds.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/shapes/curve-asymmetrical-negative.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/shapes/curve-asymmetrical.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/shapes/curve-negative.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/shapes/curve.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/shapes/drops-negative.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/shapes/drops.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/shapes/mountains.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/shapes/opacity-fan.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/shapes/opacity-tilt.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/shapes/pyramids-negative.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/shapes/pyramids.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/shapes/split-negative.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/shapes/split.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/shapes/tilt.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical-negative.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/shapes/triangle-negative.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/shapes/triangle.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/shapes/wave-brush.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/shapes/waves-negative.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/shapes/waves-pattern.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/shapes/waves.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/shapes/zigzag.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/mask-shapes/blob.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/mask-shapes/circle.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/mask-shapes/flower.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/mask-shapes/hexagon.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/mask-shapes/sketch.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/mask-shapes/triangle.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/svg-paths/arc.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/svg-paths/circle.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/svg-paths/line.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/svg-paths/oval.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/svg-paths/spiral.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/svg-paths/wave.svg
[2024-12-14 00:07:34] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor/assets/data/responsive-widgets.json
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/lib/dom-to-image/js/dom-to-image.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/lib/dom-to-image/js/dom-to-image.min.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/brands.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/duotone.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/light.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/regular.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/solid.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/lib/html2canvas/js/html2canvas.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/lib/html2canvas/js/html2canvas.min.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/lib/instant-page/instant-page.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/lib/instant-page/instant-page.min.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/lib/lottie/lottie.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/lib/lottie/lottie.min.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/1b816ba777b14157325b.bundle.min.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/4abfbfd970d6f7680bc7.bundle.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/60745ddf42fde6647dbc.bundle.min.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/60745ddf42fde6647dbc.bundle.min.js.LICENSE.txt
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/98217e0c00e1f53421ef.bundle.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/admin.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/admin.min.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/ajax-pagination.a8dae0f5699fe9733e7d.bundle.min.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/ajax-pagination.bc400e6cb24a14a2ea97.bundle.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/animated-headline.3efc6517c2a055f6c242.bundle.min.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/animated-headline.e4c2ed3934d0df18c40a.bundle.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/app.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/app.min.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/archive-posts.0aae8c3bd7d196797b6c.bundle.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/archive-posts.d30c917134774f65dd6d.bundle.min.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/carousel.998a291abf70435fd698.bundle.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/carousel.9b02b45d7826c1c48f33.bundle.min.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/code-highlight.28a979661569ddbbf60d.bundle.min.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/code-highlight.8b676d9a001f56fb77fa.bundle.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/countdown.60cf02eaf22d71d83f3d.bundle.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/countdown.be941c879efa861dbbfa.bundle.min.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/custom-code.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/custom-code.min.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/display-conditions.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/display-conditions.min.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/editor.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/editor.min.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/elements-handlers.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/form-submission-admin.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/form-submission-admin.min.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/form.10bf1a6475f0741920ff.bundle.min.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/form.efd3434e4ecbe4dd5fc6.bundle.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/frontend.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/frontend.min.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/gallery.805130d33e18cb04635f.bundle.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/gallery.8ca9a354ce039d1ba641.bundle.min.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/gutenberg-woocommerce-notice.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/gutenberg-woocommerce-notice.min.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/hotspot.6ab1751404c381bfe390.bundle.min.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/hotspot.70886883c622dd8d5eb2.bundle.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/jszip.vendor.99a5b769619f50a6cb60.bundle.min.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/jszip.vendor.99a5b769619f50a6cb60.bundle.min.js.LICENSE.txt
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/jszip.vendor.a3c65615c1de5560962d.bundle.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/load-more.ad89e46f2f6bfd9c27e8.bundle.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/load-more.bc9573b5d1f73abd80b9.bundle.min.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/loop-carousel.4e8fd6593adbba21698e.bundle.min.js
[2024-12-14 00:07:34] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost:10034/wp-content/plugins/elementor-pro/assets/js/loop-carousel.827a11bd7f1b0343de42.bundle.js
